Badge,Profile,Company,Location,Start Date,Salary,,Posted,Tags,Link
Actively hiring,Customer Service Executive,RenTrip,Ghaziabad,Immediately,2.2,,5 days ago,Fresher Job,https://internshala.com//job/detail/customer-service-executive-fresher-jobs-in-ghaziabad-at-rentrip1680250302
,Customer Care Executives,CaseCandy,Pune,Immediately,2.2,,3 weeks ago,Fresher Job,https://internshala.com//job/detail/customer-care-executives-fresher-jobs-in-pune-at-casecandy1678640663
,Project Trainee,HCDS Technologies,Work from home,Immediately,2.16,4.32,2 days ago,Fresher Job,https://internshala.com//job/detail/remote-project-trainee-fresher-jobs-at-hcds-technologies1680324273
,Education Counsellor,Edujam LLP,Navi Mumbai,Immediately,2.16,4.2,1 day ago,Fresher Job,https://internshala.com//job/detail/education-counsellor-fresher-jobs-in-navi-mumbai-at-edujam-llp1680514948
,Business Development Executive,Legalwings24.com,Bangalore,Immediately,2.16,4.2,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-bangalore-at-legalwings24com1679637822
,IT Recruiter,KSNR Services,Noida,Immediately,2.16,4.2,2 weeks ago,Fresher Job,https://internshala.com//job/detail/it-recruiter-fresher-jobs-in-noida-at-ksnr-services1678963437
Actively hiring,Digital Marketing Executive,Fusion Beauty,Delhi,Immediately,2.16,3.6,2 days ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-delhi-at-fusion-beauty1680504222
,Production Manager,Rohit Doshi,Mumbai,Immediately,2.16,3.6,2 weeks ago,Fresher Job,https://internshala.com//job/detail/production-manager-fresher-jobs-in-mumbai-at-rohit-doshi1679491269
Actively hiring,Marketing Executive,Navorn,Ahmedabad,Immediately,2.16,3.2,3 weeks ago,Fresher Job,https://internshala.com//job/detail/marketing-executive-fresher-jobs-in-ahmedabad-at-navorn1678518431
,Telecaller,Jindal Steels,Bangalore,Immediately,2.16,3.12,2 days ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-bangalore-at-jindal-steels1680499864
Actively hiring,Customer Relationship Manager,APSK Production & Entertainment Private Limited,Vadodra,Immediately,2.16,3,1 day ago,Fresher Job,https://internshala.com//job/detail/customer-relationship-manager-fresher-jobs-in-vadodra-at-apsk-production-entertainment-private-limited1680610889
Actively hiring,Photographer,APSK Production & Entertainment Private Limited,"Agra, Lucknow",Immediately,2.16,3,1 day ago,Fresher Job,https://internshala.com//job/detail/photographer-fresher-jobs-in-agra-lucknow-at-apsk-production-entertainment-private-limited1680611341
,Business Development & Sales Executive,Humanitive Retail Private Limited,Delhi,Immediately,2.16,3,1 day ago,Fresher Job,https://internshala.com//job/detail/business-development-sales-executive-fresher-jobs-in-delhi-at-humanitive-retail-private-limited1680511217
,Quality Checker,Stratiger Consulting LLP,Gurgaon,Immediately,2.16,3,2 days ago,Fresher Job,https://internshala.com//job/detail/quality-checker-fresher-jobs-in-gurgaon-at-stratiger-consulting-llp1680340014
Actively hiring,Photographer,APSK Production & Entertainment Private Limited,"Delhi, Ghaziabad, Noida",Immediately,2.16,3,7 days ago,Fresher Job,https://internshala.com//job/detail/photographer-fresher-jobs-in-multiple-locations-at-apsk-production-entertainment-private-limited1680076429
Actively hiring,Client Relationship Manager,APSK Production & Entertainment Private Limited,"Delhi, Ghaziabad, Vadodara, Noida",Immediately,2.16,3,1 week ago,Fresher Job,https://internshala.com//job/detail/client-relationship-manager-fresher-jobs-in-multiple-locations-at-apsk-production-entertainment-private-limited1679653759
,Full Stack Developer,Super Chemtech Aerosol Enterprises,Work from home,Immediately,2.16,3,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-full-stack-developer-fresher-jobs-at-super-chemtech-aerosol-enterprises1679586796
,Junior Operations Associate,Medify Nexus Private Limited,Mumbai,Immediately,2.16,3,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-operations-associate-fresher-jobs-in-mumbai-at-medify-nexus-private-limited1679469315
,Digital Marketing Executive,Petrichor Investments Private Limited,Hyderabad,Immediately,2.16,3,2 weeks ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-hyderabad-at-petrichor-investments-private-limited1678955268
,Embedded Systems Associate,PNT Robotics & Automation Solutions LLP,Dombivli,Immediately,2.16,3,3 weeks ago,Fresher Job,https://internshala.com//job/detail/embedded-systems-associate-fresher-jobs-in-dombivli-at-pnt-robotics-automation-solutions-llp1678713336
,Purchase Executive/Assistant,Radha Smelters Private Limited,Hyderabad,Immediately,2.16,3,3 weeks ago,Fresher Job,https://internshala.com//job/detail/purchase-executive-assistant-fresher-jobs-in-hyderabad-at-radha-smelters-private-limited1678776451
,Architect,LAD STUDIO,Delhi,Immediately,2.16,3,3 weeks ago,Fresher Job,https://internshala.com//job/detail/architect-fresher-jobs-in-delhi-at-lad-studio1676704490
,E-commerce Fulfilment Executive,BUMSONTHESADDLE,Bangalore,Immediately,2.16,2.88,1 week ago,Fresher Job,https://internshala.com//job/detail/e-commerce-fulfilment-executive-fresher-jobs-in-bangalore-at-bumsonthesaddle1679510221
,E-Commerce Logistics Executive,BUMSONTHESADDLE,Bangalore,Immediately,2.16,2.88,1 week ago,Fresher Job,https://internshala.com//job/detail/e-commerce-logistics-executive-fresher-jobs-in-bangalore-at-bumsonthesaddle1679510068
,Human Resources (HR) Executive,Sehat Health Community Services Private Limited,Chennai,Immediately,2.16,2.88,3 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-chennai-at-sehat-health-community-services-private-limited1678780070
Actively hiring,Human Resources (HR) Recruiter,QA Solvers,Jaipur,Immediately,2.16,2.88,3 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-recruiter-fresher-jobs-in-jaipur-at-qa-solvers1678770463
,Captain,Circuit House,Pune,Immediately,2.16,2.64,5 days ago,Fresher Job,https://internshala.com//job/detail/captain-fresher-jobs-in-pune-at-circuit-house1680100083
,Executive Assistant,Stillsweb Technologies Private Limited,Navi Mumbai,Immediately,2.16,2.64,1 week ago,Fresher Job,https://internshala.com//job/detail/executive-assistant-fresher-jobs-in-navi-mumbai-at-stillsweb-technologies-private-limited1679563155
,Customer Service Executive,Exotic India Art Private Limited,Delhi,Immediately,2.16,2.64,2 weeks ago,Fresher Job,https://internshala.com//job/detail/customer-service-executive-fresher-jobs-in-delhi-at-exotic-india-art-private-limited1678964077
,Digital Marketing Trainee,Learning Everest,Work from home,Immediately,2.16,2.52,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-digital-marketing-trainee-fresher-jobs-at-learning-everest1678689658
,Human Resources (HR) Executive,Straits Research Private Limited,Pune,Immediately,2.16,2.4,Just now,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-pune-at-straits-research-private-limited1680758778
,Business Development Associate,Urban Company,"Visakhapatnam, Vijayawada",Immediately,2.16,2.4,1 day ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-visakhapatnam-vijayawada-at-urban-company1680660799
,Associate Telecaller,Gyandhan - India's Education Financing Marketplace,Noida,Immediately,2.16,2.4,5 days ago,Fresher Job,https://internshala.com//job/detail/associate-telecaller-fresher-jobs-in-noida-at-gyandhan-indias-education-financing-marketplace1680243093
Actively hiring,Events Executive,IIDE Education Private Limited,Mumbai,Immediately,2.16,2.4,1 week ago,Fresher Job,https://internshala.com//job/detail/events-executive-fresher-jobs-in-mumbai-at-iide-education-private-limited1679741687
,Pre Sales Executive,Voovly,Noida,Immediately,2.16,2.4,1 week ago,Fresher Job,https://internshala.com//job/detail/pre-sales-executive-fresher-jobs-in-noida-at-voovly1679661064
,News Anchors,Affinity Education Private Limited,"Delhi, Noida",Immediately,2.16,2.4,2 weeks ago,Fresher Job,https://internshala.com//job/detail/news-anchors-fresher-jobs-in-delhi-noida-at-affinity-education-private-limited1679477777
,Recruiter,Gratitude India,Mumbai,Immediately,2.16,2.4,2 weeks ago,Fresher Job,https://internshala.com//job/detail/recruiter-fresher-jobs-in-mumbai-at-gratitude-india1679053241
,Telecaller,Ajivasan Music Academy,Mumbai,Immediately,2.16,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-mumbai-at-ajivasan-music-academy1678795218
,Chat Support Executive,Picktime,Hyderabad,Immediately,2.16,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/chat-support-executive-fresher-jobs-in-hyderabad-at-picktime1678431983
,Business Development Associate,Urban Company,"Vijayawada, Vishakhapatnam",Immediately,2.16,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-vijayawada-vishakhapatnam-at-urban-company1678191336
,Telecaller,FLOWTECH,Hyderabad,Immediately,2.16,2.28,5 days ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-hyderabad-at-flowtech1680247052
,Customer Delight Executive,Farmley,Noida,Immediately,2.16,2.24,3 weeks ago,Fresher Job,https://internshala.com//job/detail/customer-delight-executive-fresher-jobs-in-noida-at-farmley1678347857
,Marketing Associate,Neemtree Internet Private Limited,Work from home,Immediately,2.16,,1 day ago,Fresher Job,https://internshala.com//job/detail/remote-marketing-associate-fresher-jobs-at-neemtree-internet-private-limited1680590061
,Architect,AAKRITI,Guwahati,Immediately,2.16,,5 days ago,Fresher Job,https://internshala.com//job/detail/architect-fresher-jobs-in-guwahati-at-aakriti1680245920
Actively hiring,Product Marketing Executive,BlobCity,Mumbai,Immediately,2.16,,5 days ago,Fresher Job,https://internshala.com//job/detail/product-marketing-executive-fresher-jobs-in-mumbai-at-blobcity1680184731
Actively hiring,Pet Service Partner,Bosontech IT Services Private Limited,Mumbai,Immediately,2.16,,6 days ago,Fresher Job,https://internshala.com//job/detail/pet-service-partner-fresher-jobs-in-mumbai-at-bosontech-it-services-private-limited1680148385
,Associate Creative Designer,Think WhyNot Films,Work from home,Immediately,2.15,5,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-associate-creative-designer-fresher-jobs-at-think-whynot-films1678446503
,Junior Architect,Thanmaya Designs,Bangalore,Immediately,2.15,2.5,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-architect-fresher-jobs-in-bangalore-at-thanmaya-designs1679990003
,Academic Counselor,99Notes Edtech Private Limited,Delhi,Immediately,2.1,3.8,2 weeks ago,Fresher Job,https://internshala.com//job/detail/academic-counselor-fresher-jobs-in-delhi-at-99notes-edtech-private-limited1678953925
Actively hiring,Business Development Executive,TIMES FIBREFILL PRIVATE LIMITED,Kolkata,Immediately,2.1,3.2,7 days ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-kolkata-at-times-fibrefill-private-limited1680119629
,Backend Developer,CriticalHive,Bhubaneswar,Immediately,2.1,3,1 day ago,Fresher Job,https://internshala.com//job/detail/backend-developer-fresher-jobs-in-bhubaneswar-at-criticalhive1680551490
Actively hiring,Digital Marketing Executive,Gayathri Tax Consultants Private Limited,Chennai,Immediately,2.1,3,5 days ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-chennai-at-gayathri-tax-consultants-private-limited1680266790
Actively hiring,Corporate Sales Executive,Lazy Yatra,Jaipur,Immediately,2.1,3,5 days ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-executive-fresher-jobs-in-jaipur-at-lazy-yatra1680265063
Actively hiring,Business Development Executive,Lazy Yatra,Jaipur,Immediately,2.1,3,5 days ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-jaipur-at-lazy-yatra1680264553
Actively hiring,Subject Matter Expert (Economics) - Part Time,Vaidik EduServices Private Limited,Work from home,Immediately,2.1,3,5 days ago,Fresher Job,https://internshala.com//job/detail/remote-subject-matter-expert-economics-part-time-fresher-jobs-at-vaidik-eduservices-private-limited1680249583
,Junior Counselor,HeadStart Education & Careers Private Limited,Ahmedabad,Immediately,2.1,3,1 week ago,Fresher Job,https://internshala.com//job/detail/junior-counselor-fresher-jobs-in-ahmedabad-at-headstart-education-careers-private-limited1679993125
,Business Development Associate - Visakhapatnam,Urban Company,Visakhapatnam,Immediately,2.1,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-visakhapatnam-fresher-jobs-in-visakhapatnam-at-urban-company1679248740
,Purchase Engineer/Purchase Executive,Reliant Exim & Consulting LLC,Mumbai,Immediately,2.1,2.5,3 weeks ago,Fresher Job,https://internshala.com//job/detail/purchase-engineer-purchase-executive-fresher-jobs-in-mumbai-at-reliant-exim-consulting-llc1678691041
,Associate Software Developer,Pyramid Technologies,Work from home,Immediately,2.1,2.4,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-associate-software-developer-fresher-jobs-at-pyramid-technologies1679942335
Actively hiring,Assistant Revenue Manager,MMR Hotels,Bhopal,Immediately,2.1,2.4,1 week ago,Fresher Job,https://internshala.com//job/detail/assistant-revenue-manager-fresher-jobs-in-bhopal-at-mmr-hotels1679899722
,Field Sales Executive,LocalVocal Technologies,Mumbai,Immediately,2.1,2.4,1 week ago,Fresher Job,https://internshala.com//job/detail/field-sales-executive-fresher-jobs-in-mumbai-at-localvocal-technologies1679895593
,Business Development Associate,Urban Company,Indore,Immediately,2.1,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-indore-at-urban-company1678784604
,Business Development Associate,Urban Company,Indore,Immediately,2.1,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-indore-at-urban-company1678703303
,Associate Backend Developer (MERN Stack),The Main Stage Productions,Work from home,Immediately,2.1,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-associate-backend-developer-mern-stack-fresher-jobs-at-the-main-stage-productions1678692022
,Field Sales Associate,Soni Enterprises,Thane,Immediately,2.1,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/field-sales-associate-fresher-jobs-in-thane-at-soni-enterprises1678272765
,Academic Content Writing,Zucol Group,Pune,Immediately,2.1,2.3,2 weeks ago,Fresher Job,https://internshala.com//job/detail/academic-content-writing-fresher-jobs-in-pune-at-zucol-group1679295636
,Account Manager,Benrif Solutions,Mumbai,Immediately,2.1,2.2,1 week ago,Fresher Job,https://internshala.com//job/detail/account-manager-fresher-jobs-in-mumbai-at-benrif-solutions1679988406
,Business Development Executive,Dwellfox,Indore,Immediately,2.1,2.2,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-indore-at-dwellfox1679912833
Actively hiring,Business Development Manager,Simplify Solutions,"Hyderabad, Ameerpet, Panjagutta Colony",Immediately,2.1,2.2,2 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-manager-fresher-jobs-in-multiple-locations-at-simplify-solutions1679133047
,Human Resources (HR) Executive,Gratitude India,Mumbai,Immediately,2.1,2.16,2 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-mumbai-at-gratitude-india1678956695
,Graphic Designer,London Bubble Company,Mumbai,Immediately,2.1,,5 days ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-mumbai-at-london-bubble-co1680154509
,Junior UI/UX Designer,The Marketing Launchpad,Work from home,Immediately,2.1,,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-junior-ui-ux-designer-fresher-jobs-at-the-marketing-launchpad1678969602
,Junior Mobile App Developer,MDU SANTISOLUTION PRIVATE LIMITED,Work from home,Immediately,2.1,,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-junior-mobile-app-developer-fresher-jobs-at-mdu-santisolution-private-limited1678194154
,Business Development Associate,Shine Dezign Infonet Private Limited,Mohali,Immediately,2.04,2.4,6 days ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-mohali-at-shine-dezign-infonet-private-limited1680150542
,Administration Associate,PassionMojo Private Limited,"Thane, Mumbai",Immediately,2.04,2.4,1 week ago,Fresher Job,https://internshala.com//job/detail/administration-associate-fresher-jobs-in-thane-mumbai-at-passionmojo-private-limited1679739830
Actively hiring,Social Media Marketing Executive,SureTaas Digital Services Private Limited,"Pune, Pimpri-Chinchwad",Immediately,2.04,2.4,3 weeks ago,Fresher Job,https://internshala.com//job/detail/social-media-marketing-executive-fresher-jobs-in-pune-pimpri-chinchwad-at-suretaas-digital-services-private-limited1677834917
,Junior Creative Designer,Ingeniouscope Studio LLP,Work from home,Immediately,2.04,2.28,7 days ago,Fresher Job,https://internshala.com//job/detail/remote-junior-creative-designer-fresher-jobs-at-ingeniouscope-studio-llp1680027410
,Client Management Trainee,Instaveritas India Private Limited,Noida,Immediately,2.04,2.16,1 day ago,Fresher Job,https://internshala.com//job/detail/client-management-trainee-fresher-jobs-in-noida-at-instaveritas-india-private-limited1680521015
,Event Coordination,Image Incarnate Brand Mechanics Private Limited,Delhi,Immediately,2.04,2.05,3 weeks ago,Fresher Job,https://internshala.com//job/detail/event-coordination-fresher-jobs-in-delhi-at-image-incarnate-brand-mechanics-private-limited1678441602
,Junior Digital Marketing Executive,Ingeniouscope Studio LLP,Work from home,Immediately,2.04,,7 days ago,Fresher Job,https://internshala.com//job/detail/remote-junior-digital-marketing-executive-fresher-jobs-at-ingeniouscope-studio-llp1680027985
,Business Development Executive,Brand Aesthetics,"Thane, Navi Mumbai, Mumbai",Immediately,2.04,,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-multiple-locations-at-brand-aesthetics1679818948
,Corporate Sales Executive,Multivirt India Private Limited,Delhi,Immediately,2.04,,3 weeks ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-executive-fresher-jobs-in-delhi-at-multivirt-india-private-limited1678094331
,Supervisor,Maheswari Roller Flour Mills,Ghaziabad,Immediately,2.03,2.5,6 days ago,Fresher Job,https://internshala.com//job/detail/supervisor-fresher-jobs-in-ghaziabad-at-maheswari-roller-flour-mills1680180070
,Business Analyst,Techno Derivation,Jaipur,Immediately,2,8,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-analyst-fresher-jobs-in-jaipur-at-techno-derivation1678691949
,Business Development Associate,BYJU'S The Learning App,Delhi,Immediately,2,7,1 day ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-delhi-at-byjus-the-learning-app1680590321
,Business Development Associate,BYJU'S The Learning App,Gurgaon,Immediately,2,7,5 days ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-gurgaon-at-byjus-the-learning-app1680265213
,Business Development Associate,BYJU'S The Learning App,Noida,Immediately,2,7,5 days ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-noida-at-byjus-the-learning-app1680249644
,Backend Developer,Sublime Data Systems Private Limited,Work from home,Immediately,2,6.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-backend-developer-fresher-jobs-at-sublime-data-systems-private-limited1679302462
,Junior Search Engine Optimization (SEO) Executive,Apex Web Cube,Jaipur,Immediately,2,6.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-search-engine-optimization-seo-executive-fresher-jobs-in-jaipur-at-apex-web-cube1678949435
,Sales Specialist,PlugXR,Hyderabad,Immediately,2,6,1 day ago,Fresher Job,https://internshala.com//job/detail/sales-specialist-fresher-jobs-in-hyderabad-at-plugxr1680583188
Actively hiring,After Effects & 2D Animator,Intesome,Work from home,Immediately,2,6,1 day ago,Fresher Job,https://internshala.com//job/detail/remote-after-effects-2d-animator-fresher-jobs-at-intesome1680586503
Actively hiring,GIS OPERATOR,SALUJA CAD CONSULTANCY,Gurgaon,Immediately,2,6,2 days ago,Fresher Job,https://internshala.com//job/detail/gis-operator-fresher-jobs-in-gurgaon-at-saluja-cad-consultancy1680517423
,Associate PHP Developer,PerfectHire,Work from home,Immediately,2,6,5 days ago,Fresher Job,https://internshala.com//job/detail/remote-associate-php-developer-fresher-jobs-at-perfecthire1680245038
,Customer Success Manager,YourDOST Health Solutions,Delhi,Immediately,2,6,6 days ago,Fresher Job,https://internshala.com//job/detail/customer-success-manager-fresher-jobs-in-delhi-at-yourdost-health-solutions1680078090
,Project Manager,Impact Guru Technology Ventures Private Limited,Mumbai,Immediately,2,6,1 week ago,Fresher Job,https://internshala.com//job/detail/project-manager-fresher-jobs-in-mumbai-at-impact-guru-technology-ventures-private-limited1679977509
Actively hiring,Video Content Creator,Duolop Technologies Private Limited,Work from home,Immediately,2,6,1 week ago,Fresher Job,https://internshala.com//job/detail/remote-video-content-creator-fresher-jobs-at-duolop-technologies-private-limited1679694292
,Telecaller,Magic India Hitech Projects Private Limited,Noida,Immediately,2,6,1 week ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-noida-at-magic-india-hitech-projects-private-limited1679655249
,Chef,Voilaf9 Gourmet LLP,Hyderabad,Immediately,2,6,1 week ago,Fresher Job,https://internshala.com//job/detail/chef-fresher-jobs-in-hyderabad-at-voilaf9-gourmet-llp1679645349
,Affiliate Marketing Manager,Adzhubmedia,Noida,Immediately,2,6,1 week ago,Fresher Job,https://internshala.com//job/detail/affiliate-marketing-manager-fresher-jobs-in-noida-at-adzhubmedia1679556725
,Influencer Manager,SocialArrow,Work from home,Immediately,2,6,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-influencer-manager-fresher-jobs-at-socialarrow1679489896
,Administration Associate,Reliance Education,Hyderabad,Immediately,2,6,2 weeks ago,Fresher Job,https://internshala.com//job/detail/administration-associate-fresher-jobs-in-hyderabad-at-reliance-education1678948819
,Senior Java Developer,MsgClub,Indore,Immediately,2,6,2 weeks ago,Fresher Job,https://internshala.com//job/detail/senior-java-developer-fresher-jobs-in-indore-at-msgclub1678948593
,Zoho Developer,Absoft IT Solutions,Gurgaon,Immediately,2,6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/zoho-developer-fresher-jobs-in-gurgaon-at-absoft-it-solutions1678866343
,Senior PHP Developer,Absoft IT Solutions,Gurgaon,Immediately,2,6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/senior-php-developer-fresher-jobs-in-gurgaon-at-absoft-it-solutions1678452654
,Interior Designer,Dona India,Mumbai,Immediately,2,6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/interior-designer-fresher-jobs-in-mumbai-at-dona-india1678707030
,WordPress Developer,HJ Infotech,Work from home,Immediately,2,6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-wordpress-developer-fresher-jobs-at-hj-infotech1678475789
,Content Writer,Testbook,Work from home,Immediately,2,6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-content-writer-fresher-jobs-at-testbook1678451709
,Credit Executive Or CPA,Finplex,"Ahmedabad, Chandigarh, Pune, Bangalore",Immediately,2,6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/credit-executive-or-cpa-fresher-jobs-in-multiple-locations-at-finplex1678099483
,Junior Software Developer,Pcds Infotech,Work from home,Immediately,2,6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-junior-software-developer-fresher-jobs-at-pcds-infotech1678091398
,Business Development Executive,HestaBit Technologies,"Ghaziabad, Gautam Buddha Nagar, Noida, Delhi",Immediately,2,5.5,6 days ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-multiple-locations-at-hestabit-technologies1680161264
Actively hiring,Business Development Executive,Alaara Edutech Private Limited,Navi Mumbai,Immediately,2,5,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-navi-mumbai-at-alaara-edutech-private-limited1678689728
Actively hiring,HR Executive,Tax-O-Smart LLP,Mumbai,Immediately,2,5,Just now,Fresher Job,https://internshala.com//job/detail/hr-executive-fresher-jobs-in-mumbai-at-tax-o-smart-llp1680709400
Actively hiring,Associate Content Writer,Sunstone Education Technology Private Limited,Gurgaon,Immediately,2,5,1 day ago,Fresher Job,https://internshala.com//job/detail/associate-content-writer-fresher-jobs-in-gurgaon-at-sunstone-education-technology-private-limited1680614863
,Human Resources (HR) Executive,First Attempt Skills Training Private Limited,Jaipur,Immediately,2,5,Just now,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-jaipur-at-first-attempt-skills-training-private-limited1680757205
,Business Development Executive,Scalex Technology Solutions LLP,Work from home,Immediately,2,5,Just now,Fresher Job,https://internshala.com//job/detail/remote-business-development-executive-fresher-jobs-at-scalex-technology-solutions-llp1680174893
,Human Resources (HR) Associate,Global Vikas Trust,Mumbai,Immediately,2,5,Today,Fresher Job,https://internshala.com//job/detail/human-resources-hr-associate-fresher-jobs-in-mumbai-at-global-vikas-trust1680673515
,Holiday Consultant,WorldWide Vacations,Chandigarh,Immediately,2,5,Today,Fresher Job,https://internshala.com//job/detail/holiday-consultant-fresher-jobs-in-chandigarh-at-worldwide-vacations1680694599
,Inside Sales Consultant,ZaranTech,Bangalore,Immediately,2,5,1 day ago,Fresher Job,https://internshala.com//job/detail/inside-sales-consultant-fresher-jobs-in-bangalore-at-zarantech1680515857
Actively hiring,Associate Video Editor,The Media Architects,Surat,Immediately,2,5,1 day ago,Fresher Job,https://internshala.com//job/detail/associate-video-editor-fresher-jobs-in-surat-at-the-media-architects1680513964
,Corporate Sales Executive,EdPrime,Delhi,Immediately,2,5,1 day ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-executive-fresher-jobs-in-delhi-at-edprime1680520859
,Cloud Computing Associate,K21 Academy,Work from home,Immediately,2,5,1 day ago,Fresher Job,https://internshala.com//job/detail/remote-cloud-computing-associate-fresher-jobs-at-k21-academy1680517924
Actively hiring,Technical Writer,TheCoinRepublic,"Bhopal, Sehore, Bhopali, Mandideep",Immediately,2,5,2 days ago,Fresher Job,https://internshala.com//job/detail/technical-writer-fresher-jobs-in-multiple-locations-at-thecoinrepublic1680528317
Actively hiring,Content Writer,TheCoinRepublic,Bhopal,Immediately,2,5,2 days ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-bhopal-at-thecoinrepublic1680528245
Actively hiring,Purchase Executive,SALUJA CAD CONSULTANCY,"Delhi, Gurgaon, Pune, Mumbai",Immediately,2,5,2 days ago,Fresher Job,https://internshala.com//job/detail/purchase-executive-fresher-jobs-in-multiple-locations-at-saluja-cad-consultancy1680522391
Actively hiring,Operations Manager,Fusion Beauty,"Faridabad, Gurgaon, Noida, Delhi",Immediately,2,5,5 days ago,Fresher Job,https://internshala.com//job/detail/operations-manager-fresher-jobs-in-multiple-locations-at-fusion-beauty1680268191
,Business Analyst,Cloudify,Work from home,Immediately,2,5,5 days ago,Fresher Job,https://internshala.com//job/detail/remote-business-analyst-fresher-jobs-at-cloudify1680258203
,Backend Developer,PMG Engineering Private Limited,Noida,Immediately,2,5,5 days ago,Fresher Job,https://internshala.com//job/detail/backend-developer-fresher-jobs-in-noida-at-pmg-engineering-private-limited1680252986
,Front End Developer,PMG Engineering Private Limited,Noida,Immediately,2,5,5 days ago,Fresher Job,https://internshala.com//job/detail/front-end-developer-fresher-jobs-in-noida-at-pmg-engineering-private-limited1680252707
,Business Development Manager,Clinics On Cloud,Pune,Immediately,2,5,5 days ago,Fresher Job,https://internshala.com//job/detail/business-development-manager-fresher-jobs-in-pune-at-clinics-on-cloud1680254279
,Office Executive,INFOCUS IT CONSULTING PRIVATE LIMITED,Delhi,Immediately,2,5,5 days ago,Fresher Job,https://internshala.com//job/detail/office-executive-fresher-jobs-in-delhi-at-infocus-it-consulting-private-limited1680243662
,Content Writer,Eighteen Pixels India Private Limited,Lucknow,Immediately,2,5,6 days ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-lucknow-at-eighteen-pixels-india-private-limited1680175082
